2025-07-23 00:07:39,337 - INFO - 🚗 Starting Production Citation GPS Processing
2025-07-23 00:07:39,337 - INFO - ============================================================
2025-07-23 00:07:39,337 - INFO - Loading citations from file: temp_citations_for_geocoding.csv
2025-07-23 00:07:46,237 - INFO - ✅ Loaded 493064 citations from file
2025-07-23 00:07:46,239 - INFO - Processing 493064 citations in batches of 200
2025-07-23 00:07:46,239 - INFO - Processing batch 1: citations 1-200 of 493064
2025-07-23 00:07:47,139 - INFO - Processed 10 citations. Success rate: 90.0% (H:9, M:0, F:1)
2025-07-23 00:08:06,840 - INFO - Processed 370 citations. Success rate: 96.2% (H:350, M:6, F:14)
2025-07-23 00:08:07,366 - INFO - Processed 380 citations. Success rate: 96.3% (H:358, M:8, F:14)
2025-07-23 00:08:07,973 - INFO - Processed 390 citations. Success rate: 96.4% (H:368, M:8, F:14)
2025-07-23 00:08:08,425 - INFO - Processed 400 citations. Success rate: 96.5% (H:378, M:8, F:14)
2025-07-23 00:08:08,427 - INFO - Batch completed: 191/200 success (95.5%)
2025-07-23 00:08:08,427 - INFO - Processing batch 3: citations 401-600 of 493064
2025-07-23 00:08:09,335 - INFO - Processed 410 citations. Success rate: 96.6% (H:388, M:8, F:14)
2025-07-23 00:08:09,891 - INFO - Processed 420 citations. Success rate: 96.4% (H:397, M:8, F:15)
2025-07-23 00:08:10,431 - INFO - Processed 430 citations. Success rate: 96.5% (H:407, M:8, F:15)
2025-07-23 00:08:11,012 - INFO - Processed 440 citations. Success rate: 96.4% (H:416, M:8, F:16)
2025-07-23 00:08:11,487 - INFO - Processed 450 citations. Success rate: 96.4% (H:426, M:8, F:16)
2025-07-23 00:08:12,020 - INFO - Processed 460 citations. Success rate: 96.1% (H:434, M:8, F:18)
2025-07-23 00:08:12,546 - INFO - Processed 470 citations. Success rate: 96.0% (H:443, M:8, F:19)
2025-07-23 00:08:13,071 - INFO - Processed 480 citations. Success rate: 95.6% (H:451, M:8, F:21)
2025-07-23 00:08:13,612 - INFO - Processed 490 citations. Success rate: 95.7% (H:461, M:8, F:21)
2025-07-23 00:08:14,138 - INFO - Processed 500 citations. Success rate: 95.8% (H:471, M:8, F:21)
2025-07-23 00:08:14,645 - INFO - Processed 510 citations. Success rate: 95.9% (H:481, M:8, F:21)
2025-07-23 00:08:15,168 - INFO - Processed 520 citations. Success rate: 96.0% (H:491, M:8, F:21)
2025-07-23 00:08:15,741 - INFO - Processed 530 citations. Success rate: 96.0% (H:501, M:8, F:21)
2025-07-23 00:08:16,255 - INFO - Processed 540 citations. Success rate: 96.1% (H:511, M:8, F:21)
2025-07-23 00:08:16,771 - INFO - Processed 550 citations. Success rate: 96.2% (H:518, M:11, F:21)
2025-07-23 00:08:17,344 - INFO - Processed 560 citations. Success rate: 96.2% (H:527, M:12, F:21)
2025-07-23 00:08:17,877 - INFO - Processed 570 citations. Success rate: 96.1% (H:535, M:13, F:22)
2025-07-23 00:08:18,384 - INFO - Processed 580 citations. Success rate: 96.2% (H:545, M:13, F:22)
2025-07-23 00:08:18,935 - INFO - Processed 590 citations. Success rate: 96.1% (H:554, M:13, F:23)
2025-07-23 00:08:19,437 - INFO - Processed 600 citations. Success rate: 96.2% (H:564, M:13, F:23)
2025-07-23 00:08:19,438 - INFO - Batch completed: 191/200 success (95.5%)
2025-07-23 00:08:19,439 - INFO - Processing batch 4: citations 601-800 of 493064
2025-07-23 00:08:20,385 - INFO - Processed 610 citations. Success rate: 96.1% (H:573, M:13, F:24)
2025-07-23 00:08:20,903 - INFO - Processed 620 citations. Success rate: 96.1% (H:583, M:13, F:24)
2025-07-23 00:08:21,428 - INFO - Processed 630 citations. Success rate: 96.2% (H:593, M:13, F:24)
2025-07-23 00:08:21,956 - INFO - Processed 640 citations. Success rate: 96.2% (H:603, M:13, F:24)
2025-07-23 00:08:22,474 - INFO - Processed 650 citations. Success rate: 96.3% (H:612, M:14, F:24)
2025-07-23 00:08:23,025 - INFO - Processed 660 citations. Success rate: 96.4% (H:622, M:14, F:24)
2025-07-23 00:08:23,533 - INFO - Processed 670 citations. Success rate: 96.4% (H:632, M:14, F:24)
2025-07-23 00:08:24,094 - INFO - Processed 680 citations. Success rate: 96.5% (H:642, M:14, F:24)
2025-07-23 00:08:24,616 - INFO - Processed 690 citations. Success rate: 96.5% (H:652, M:14, F:24)
2025-07-23 00:08:25,142 - INFO - Processed 700 citations. Success rate: 96.6% (H:662, M:14, F:24)
2025-07-23 00:08:25,693 - INFO - Processed 710 citations. Success rate: 96.6% (H:672, M:14, F:24)
2025-07-23 00:08:26,255 - INFO - Processed 720 citations. Success rate: 96.7% (H:682, M:14, F:24)
2025-07-23 00:08:26,771 - INFO - Processed 730 citations. Success rate: 96.7% (H:692, M:14, F:24)
2025-07-23 00:08:27,313 - INFO - Processed 740 citations. Success rate: 96.8% (H:702, M:14, F:24)
2025-07-23 00:08:27,853 - INFO - Processed 750 citations. Success rate: 96.8% (H:712, M:14, F:24)
2025-07-23 00:08:28,375 - INFO - Processed 760 citations. Success rate: 96.8% (H:722, M:14, F:24)
2025-07-23 00:08:28,921 - INFO - Processed 770 citations. Success rate: 96.9% (H:732, M:14, F:24)
2025-07-23 00:08:29,459 - INFO - Processed 780 citations. Success rate: 96.9% (H:742, M:14, F:24)
2025-07-23 00:08:29,968 - INFO - Processed 790 citations. Success rate: 97.0% (H:752, M:14, F:24)
2025-07-23 00:08:30,534 - INFO - Processed 800 citations. Success rate: 97.0% (H:762, M:14, F:24)
2025-07-23 00:08:30,536 - INFO - Batch completed: 199/200 success (99.5%)
2025-07-23 00:08:30,536 - INFO - Processing batch 5: citations 801-1000 of 493064
2025-07-23 00:08:31,434 - INFO - Processed 810 citations. Success rate: 97.0% (H:771, M:15, F:24)
2025-07-23 00:08:31,987 - INFO - Processed 820 citations. Success rate: 97.1% (H:781, M:15, F:24)
2025-07-23 00:08:32,514 - INFO - Processed 830 citations. Success rate: 97.1% (H:791, M:15, F:24)
2025-07-23 00:08:33,043 - INFO - Processed 840 citations. Success rate: 97.1% (H:801, M:15, F:24)
2025-07-23 00:08:33,583 - INFO - Processed 850 citations. Success rate: 97.2% (H:811, M:15, F:24)
2025-07-23 00:08:34,128 - INFO - Processed 860 citations. Success rate: 97.2% (H:821, M:15, F:24)
2025-07-23 00:08:34,661 - INFO - Processed 870 citations. Success rate: 97.2% (H:831, M:15, F:24)
2025-07-23 00:08:35,215 - INFO - Processed 880 citations. Success rate: 97.3% (H:841, M:15, F:24)
2025-07-23 00:08:35,766 - INFO - Processed 890 citations. Success rate: 97.3% (H:851, M:15, F:24)
2025-07-23 00:08:36,307 - INFO - Processed 900 citations. Success rate: 97.3% (H:861, M:15, F:24)
2025-07-23 00:08:36,796 - INFO - Processed 910 citations. Success rate: 97.4% (H:871, M:15, F:24)
2025-07-23 00:08:37,347 - INFO - Processed 920 citations. Success rate: 97.4% (H:881, M:15, F:24)
2025-07-23 00:08:37,872 - INFO - Processed 930 citations. Success rate: 97.4% (H:891, M:15, F:24)
2025-07-23 00:08:38,392 - INFO - Processed 940 citations. Success rate: 97.4% (H:901, M:15, F:24)
2025-07-23 00:08:38,911 - INFO - Processed 950 citations. Success rate: 97.4% (H:910, M:15, F:25)
2025-07-23 00:08:39,487 - INFO - Processed 960 citations. Success rate: 97.4% (H:920, M:15, F:25)
2025-07-23 00:08:40,018 - INFO - Processed 970 citations. Success rate: 97.4% (H:930, M:15, F:25)
2025-07-23 00:08:40,558 - INFO - Processed 980 citations. Success rate: 97.4% (H:940, M:15, F:25)
2025-07-23 00:08:41,089 - INFO - Processed 990 citations. Success rate: 97.4% (H:949, M:15, F:26)
2025-07-23 00:08:41,653 - INFO - Processed 1000 citations. Success rate: 97.4% (H:958, M:16, F:26)
2025-07-23 00:08:41,654 - INFO - Batch completed: 198/200 success (99.0%)
2025-07-23 00:08:41,655 - INFO - Processing batch 6: citations 1001-1200 of 493064
2025-07-23 00:08:42,554 - INFO - Processed 1010 citations. Success rate: 96.9% (H:963, M:16, F:31)
2025-07-23 00:08:43,108 - INFO - Processed 1020 citations. Success rate: 96.8% (H:969, M:18, F:33)
2025-07-23 00:08:43,667 - INFO - Processed 1030 citations. Success rate: 96.5% (H:976, M:18, F:36)
2025-07-23 00:08:44,176 - INFO - Processed 1040 citations. Success rate: 96.2% (H:980, M:20, F:40)
2025-07-23 00:08:44,711 - INFO - Processed 1050 citations. Success rate: 96.0% (H:987, M:21, F:42)
2025-07-23 00:08:45,259 - INFO - Processed 1060 citations. Success rate: 96.0% (H:997, M:21, F:42)
2025-07-23 00:08:45,766 - INFO - Processed 1070 citations. Success rate: 96.0% (H:1005, M:22, F:43)
2025-07-23 00:08:46,304 - INFO - Processed 1080 citations. Success rate: 96.0% (H:1014, M:23, F:43)
2025-07-23 00:08:46,833 - INFO - Processed 1090 citations. Success rate: 96.1% (H:1023, M:24, F:43)
2025-07-23 00:08:47,389 - INFO - Processed 1100 citations. Success rate: 96.1% (H:1033, M:24, F:43)
2025-07-23 00:08:47,933 - INFO - Processed 1110 citations. Success rate: 96.1% (H:1043, M:24, F:43)
2025-07-23 00:08:48,456 - INFO - Processed 1120 citations. Success rate: 96.2% (H:1053, M:24, F:43)
2025-07-23 00:08:48,983 - INFO - Processed 1130 citations. Success rate: 96.2% (H:1063, M:24, F:43)
2025-07-23 00:08:49,506 - INFO - Processed 1140 citations. Success rate: 96.2% (H:1073, M:24, F:43)
2025-07-23 00:08:50,031 - INFO - Processed 1150 citations. Success rate: 96.3% (H:1083, M:24, F:43)
2025-07-23 00:08:50,583 - INFO - Processed 1160 citations. Success rate: 96.3% (H:1093, M:24, F:43)
2025-07-23 00:08:51,135 - INFO - Processed 1170 citations. Success rate: 96.3% (H:1103, M:24, F:43)
2025-07-23 00:08:51,666 - INFO - Processed 1180 citations. Success rate: 96.4% (H:1113, M:24, F:43)
2025-07-23 00:08:52,194 - INFO - Processed 1190 citations. Success rate: 96.4% (H:1123, M:24, F:43)
2025-07-23 00:08:52,710 - INFO - Processed 1200 citations. Success rate: 96.2% (H:1131, M:24, F:45)
2025-07-23 00:08:52,712 - INFO - Batch completed: 181/200 success (90.5%)
2025-07-23 00:08:52,712 - INFO - Processing batch 7: citations 1201-1400 of 493064
2025-07-23 00:08:53,617 - INFO - Processed 1210 citations. Success rate: 96.1% (H:1138, M:25, F:47)
2025-07-23 00:08:54,148 - INFO - Processed 1220 citations. Success rate: 96.1% (H:1144, M:29, F:47)
2025-07-23 00:08:54,712 - INFO - Processed 1230 citations. Success rate: 96.2% (H:1152, M:31, F:47)
2025-07-23 00:08:55,225 - INFO - Processed 1240 citations. Success rate: 96.2% (H:1161, M:32, F:47)
2025-07-23 00:08:55,771 - INFO - Processed 1250 citations. Success rate: 96.2% (H:1170, M:32, F:48)
2025-07-23 00:08:56,304 - INFO - Processed 1260 citations. Success rate: 96.2% (H:1180, M:32, F:48)
2025-07-23 00:08:56,855 - INFO - Processed 1270 citations. Success rate: 96.2% (H:1190, M:32, F:48)
2025-07-23 00:08:57,380 - INFO - Processed 1280 citations. Success rate: 96.2% (H:1200, M:32, F:48)
2025-07-23 00:08:57,922 - INFO - Processed 1290 citations. Success rate: 96.3% (H:1210, M:32, F:48)
2025-07-23 00:08:58,468 - INFO - Processed 1300 citations. Success rate: 96.3% (H:1220, M:32, F:48)
2025-07-23 00:08:59,015 - INFO - Processed 1310 citations. Success rate: 96.3% (H:1230, M:32, F:48)
2025-07-23 00:08:59,544 - INFO - Processed 1320 citations. Success rate: 96.4% (H:1240, M:32, F:48)
2025-07-23 00:09:00,092 - INFO - Processed 1330 citations. Success rate: 96.4% (H:1250, M:32, F:48)
2025-07-23 00:09:00,601 - INFO - Processed 1340 citations. Success rate: 96.4% (H:1260, M:32, F:48)
2025-07-23 00:09:01,169 - INFO - Processed 1350 citations. Success rate: 96.4% (H:1270, M:32, F:48)
2025-07-23 00:09:01,677 - INFO - Processed 1360 citations. Success rate: 96.5% (H:1280, M:32, F:48)
2025-07-23 00:09:02,212 - INFO - Processed 1370 citations. Success rate: 96.5% (H:1290, M:32, F:48)
2025-07-23 00:09:02,746 - INFO - Processed 1380 citations. Success rate: 96.5% (H:1300, M:32, F:48)
2025-07-23 00:09:03,303 - INFO - Processed 1390 citations. Success rate: 96.5% (H:1310, M:32, F:48)
2025-07-23 00:09:03,837 - INFO - Processed 1400 citations. Success rate: 96.6% (H:1320, M:32, F:48)
2025-07-23 00:09:03,839 - INFO - Batch completed: 197/200 success (98.5%)
2025-07-23 00:09:03,839 - INFO - Processing batch 8: citations 1401-1600 of 493064
2025-07-23 00:09:04,769 - INFO - Processed 1410 citations. Success rate: 96.6% (H:1330, M:32, F:48)
2025-07-23 00:09:05,267 - INFO - Processed 1420 citations. Success rate: 96.6% (H:1340, M:32, F:48)
2025-07-23 00:09:05,802 - INFO - Processed 1430 citations. Success rate: 96.6% (H:1350, M:32, F:48)
2025-07-23 00:09:06,339 - INFO - Processed 1440 citations. Success rate: 96.7% (H:1360, M:32, F:48)
2025-07-23 00:09:06,880 - INFO - Processed 1450 citations. Success rate: 96.7% (H:1370, M:32, F:48)
2025-07-23 00:09:07,427 - INFO - Processed 1460 citations. Success rate: 96.6% (H:1378, M:32, F:50)
2025-07-23 00:09:07,976 - INFO - Processed 1470 citations. Success rate: 96.6% (H:1388, M:32, F:50)
2025-07-23 00:09:08,463 - INFO - Processed 1480 citations. Success rate: 96.6% (H:1398, M:32, F:50)
2025-07-23 00:09:08,987 - INFO - Processed 1490 citations. Success rate: 96.6% (H:1408, M:32, F:50)
2025-07-23 00:09:09,543 - INFO - Processed 1500 citations. Success rate: 96.7% (H:1418, M:32, F:50)
2025-07-23 00:09:10,083 - INFO - Processed 1510 citations. Success rate: 96.7% (H:1428, M:32, F:50)
2025-07-23 00:09:10,634 - INFO - Processed 1520 citations. Success rate: 96.7% (H:1438, M:32, F:50)
2025-07-23 00:09:11,174 - INFO - Processed 1530 citations. Success rate: 96.7% (H:1447, M:32, F:51)
2025-07-23 00:09:11,681 - INFO - Processed 1540 citations. Success rate: 96.7% (H:1457, M:32, F:51)
2025-07-23 00:09:12,209 - INFO - Processed 1550 citations. Success rate: 96.7% (H:1467, M:32, F:51)
2025-07-23 00:09:12,790 - INFO - Processed 1560 citations. Success rate: 96.7% (H:1477, M:32, F:51)
2025-07-23 00:09:13,297 - INFO - Processed 1570 citations. Success rate: 96.8% (H:1487, M:32, F:51)
2025-07-23 00:09:13,835 - INFO - Processed 1580 citations. Success rate: 96.8% (H:1497, M:32, F:51)
2025-07-23 00:09:14,358 - INFO - Processed 1590 citations. Success rate: 96.7% (H:1506, M:32, F:52)
2025-07-23 00:09:14,927 - INFO - Processed 1600 citations. Success rate: 96.6% (H:1513, M:33, F:54)
2025-07-23 00:09:14,928 - INFO - Batch completed: 194/200 success (97.0%)
2025-07-23 00:09:14,928 - INFO - Processing batch 9: citations 1601-1800 of 493064
2025-07-23 00:09:15,830 - INFO - Processed 1610 citations. Success rate: 96.6% (H:1523, M:33, F:54)
2025-07-23 00:09:16,396 - INFO - Processed 1620 citations. Success rate: 96.7% (H:1533, M:33, F:54)
2025-07-23 00:09:16,879 - INFO - Processed 1630 citations. Success rate: 96.6% (H:1542, M:33, F:55)
2025-07-23 00:09:17,426 - INFO - Processed 1640 citations. Success rate: 96.6% (H:1552, M:33, F:55)
2025-07-23 00:09:17,963 - INFO - Processed 1650 citations. Success rate: 96.7% (H:1562, M:33, F:55)
2025-07-23 00:09:18,520 - INFO - Processed 1660 citations. Success rate: 96.7% (H:1572, M:33, F:55)
2025-07-23 00:09:19,030 - INFO - Processed 1670 citations. Success rate: 96.7% (H:1582, M:33, F:55)
2025-07-23 00:09:19,595 - INFO - Processed 1680 citations. Success rate: 96.7% (H:1591, M:33, F:56)
2025-07-23 00:09:20,128 - INFO - Processed 1690 citations. Success rate: 96.7% (H:1601, M:33, F:56)
2025-07-23 00:09:20,638 - INFO - Processed 1700 citations. Success rate: 96.7% (H:1611, M:33, F:56)
2025-07-23 00:09:21,207 - INFO - Processed 1710 citations. Success rate: 96.7% (H:1621, M:33, F:56)
2025-07-23 00:09:21,741 - INFO - Processed 1720 citations. Success rate: 96.7% (H:1629, M:35, F:56)
2025-07-23 00:09:22,269 - INFO - Processed 1730 citations. Success rate: 96.8% (H:1637, M:37, F:56)
2025-07-23 00:09:22,786 - INFO - Processed 1740 citations. Success rate: 96.8% (H:1647, M:37, F:56)
2025-07-23 00:09:23,324 - INFO - Processed 1750 citations. Success rate: 96.8% (H:1656, M:38, F:56)
2025-07-23 00:09:23,858 - INFO - Processed 1760 citations. Success rate: 96.8% (H:1666, M:38, F:56)
2025-07-23 00:09:24,387 - INFO - Processed 1770 citations. Success rate: 96.8% (H:1676, M:38, F:56)
2025-07-23 00:09:24,931 - INFO - Processed 1780 citations. Success rate: 96.9% (H:1683, M:41, F:56)
2025-07-23 00:09:25,470 - INFO - Processed 1790 citations. Success rate: 96.9% (H:1693, M:41, F:56)
2025-07-23 00:09:25,991 - INFO - Processed 1800 citations. Success rate: 96.9% (H:1703, M:41, F:56)
2025-07-23 00:09:25,992 - INFO - Batch completed: 198/200 success (99.0%)
2025-07-23 00:09:25,993 - INFO - Processing batch 10: citations 1801-2000 of 493064
2025-07-23 00:09:26,897 - INFO - Processed 1810 citations. Success rate: 96.9% (H:1713, M:41, F:56)
2025-07-23 00:09:27,435 - INFO - Processed 1820 citations. Success rate: 96.9% (H:1723, M:41, F:56)
2025-07-23 00:09:28,030 - INFO - Processed 1830 citations. Success rate: 96.9% (H:1733, M:41, F:56)
2025-07-23 00:09:28,502 - INFO - Processed 1840 citations. Success rate: 97.0% (H:1743, M:41, F:56)
2025-07-23 00:09:29,017 - INFO - Processed 1850 citations. Success rate: 97.0% (H:1753, M:41, F:56)
2025-07-23 00:09:29,588 - INFO - Processed 1860 citations. Success rate: 97.0% (H:1763, M:41, F:56)
2025-07-23 00:09:30,098 - INFO - Processed 1870 citations. Success rate: 97.0% (H:1773, M:41, F:56)
2025-07-23 00:09:30,626 - INFO - Processed 1880 citations. Success rate: 97.0% (H:1783, M:41, F:56)
2025-07-23 00:09:31,192 - INFO - Processed 1890 citations. Success rate: 97.0% (H:1793, M:41, F:56)
2025-07-23 00:09:31,726 - INFO - Processed 1900 citations. Success rate: 96.8% (H:1798, M:41, F:61)
2025-07-23 00:09:32,222 - INFO - Processed 1910 citations. Success rate: 96.6% (H:1804, M:41, F:65)
2025-07-23 00:09:32,778 - INFO - Processed 1920 citations. Success rate: 96.5% (H:1811, M:41, F:68)
2025-07-23 00:09:33,302 - INFO - Processed 1930 citations. Success rate: 96.3% (H:1817, M:41, F:72)
2025-07-23 00:09:33,844 - INFO - Processed 1940 citations. Success rate: 96.3% (H:1827, M:41, F:72)
2025-07-23 00:09:34,385 - INFO - Processed 1950 citations. Success rate: 96.3% (H:1836, M:41, F:73)
2025-07-23 00:09:34,920 - INFO - Processed 1960 citations. Success rate: 96.2% (H:1842, M:44, F:74)
2025-07-23 00:09:35,432 - INFO - Processed 1970 citations. Success rate: 96.1% (H:1850, M:44, F:76)
2025-07-23 00:09:35,992 - INFO - Processed 1980 citations. Success rate: 96.0% (H:1857, M:44, F:79)
2025-07-23 00:09:36,528 - INFO - Processed 1990 citations. Success rate: 96.0% (H:1867, M:44, F:79)
2025-07-23 00:09:37,062 - INFO - Processed 2000 citations. Success rate: 96.0% (H:1877, M:44, F:79)
2025-07-23 00:09:37,064 - INFO - Batch completed: 177/200 success (88.5%)
2025-07-23 00:09:37,064 - INFO - Processing batch 11: citations 2001-2200 of 493064
2025-07-23 00:09:37,974 - INFO - Processed 2010 citations. Success rate: 96.1% (H:1886, M:45, F:79)
2025-07-23 00:09:38,486 - INFO - Processed 2020 citations. Success rate: 96.1% (H:1896, M:45, F:79)
2025-07-23 00:09:39,031 - INFO - Processed 2030 citations. Success rate: 96.1% (H:1906, M:45, F:79)
2025-07-23 00:09:39,576 - INFO - Processed 2040 citations. Success rate: 96.1% (H:1916, M:45, F:79)
2025-07-23 00:09:40,101 - INFO - Processed 2050 citations. Success rate: 96.1% (H:1926, M:45, F:79)
2025-07-23 00:09:40,651 - INFO - Processed 2060 citations. Success rate: 96.1% (H:1934, M:46, F:80)
2025-07-23 00:09:41,188 - INFO - Processed 2070 citations. Success rate: 96.0% (H:1942, M:46, F:82)
2025-07-23 00:09:41,689 - INFO - Processed 2080 citations. Success rate: 96.0% (H:1950, M:46, F:84)
2025-07-23 00:09:42,251 - INFO - Processed 2090 citations. Success rate: 96.0% (H:1960, M:46, F:84)
2025-07-23 00:09:42,775 - INFO - Processed 2100 citations. Success rate: 96.0% (H:1970, M:46, F:84)
2025-07-23 00:09:43,365 - INFO - Processed 2110 citations. Success rate: 96.0% (H:1979, M:46, F:85)
2025-07-23 00:09:43,859 - INFO - Processed 2120 citations. Success rate: 96.0% (H:1989, M:46, F:85)
2025-07-23 00:09:44,389 - INFO - Processed 2130 citations. Success rate: 96.0% (H:1999, M:46, F:85)
2025-07-23 00:09:44,890 - INFO - Processed 2140 citations. Success rate: 96.0% (H:2009, M:46, F:85)
2025-07-23 00:09:45,433 - INFO - Processed 2150 citations. Success rate: 96.0% (H:2017, M:46, F:87)
2025-07-23 00:09:45,975 - INFO - Processed 2160 citations. Success rate: 96.0% (H:2027, M:46, F:87)
2025-07-23 00:09:46,503 - INFO - Processed 2170 citations. Success rate: 96.0% (H:2037, M:46, F:87)
2025-07-23 00:09:47,028 - INFO - Processed 2180 citations. Success rate: 95.8% (H:2043, M:46, F:91)
2025-07-23 00:09:47,556 - INFO - Processed 2190 citations. Success rate: 95.8% (H:2051, M:46, F:93)
2025-07-23 00:09:48,109 - INFO - Processed 2200 citations. Success rate: 95.7% (H:2059, M:47, F:94)
2025-07-23 00:09:48,110 - INFO - Batch completed: 185/200 success (92.5%)
2025-07-23 00:09:48,110 - INFO - Processing batch 12: citations 2201-2400 of 493064
2025-07-23 00:09:49,044 - INFO - Processed 2210 citations. Success rate: 95.7% (H:2069, M:47, F:94)
2025-07-23 00:09:49,546 - INFO - Processed 2220 citations. Success rate: 95.8% (H:2079, M:47, F:94)
2025-07-23 00:09:50,091 - INFO - Processed 2230 citations. Success rate: 95.7% (H:2087, M:47, F:96)
2025-07-23 00:09:50,621 - INFO - Processed 2240 citations. Success rate: 95.7% (H:2096, M:47, F:97)
2025-07-23 00:09:51,153 - INFO - Processed 2250 citations. Success rate: 95.7% (H:2106, M:47, F:97)
2025-07-23 00:09:51,697 - INFO - Processed 2260 citations. Success rate: 95.7% (H:2116, M:47, F:97)
2025-07-23 00:09:52,218 - INFO - Processed 2270 citations. Success rate: 95.7% (H:2126, M:47, F:97)
2025-07-23 00:09:52,792 - INFO - Processed 2280 citations. Success rate: 95.7% (H:2136, M:47, F:97)
2025-07-23 00:09:53,284 - INFO - Processed 2290 citations. Success rate: 95.8% (H:2146, M:47, F:97)
2025-07-23 00:09:53,813 - INFO - Processed 2300 citations. Success rate: 95.7% (H:2154, M:48, F:98)
2025-07-23 00:09:54,358 - INFO - Processed 2310 citations. Success rate: 95.8% (H:2164, M:48, F:98)
2025-07-23 00:09:54,954 - INFO - Processed 2320 citations. Success rate: 95.8% (H:2174, M:48, F:98)
2025-07-23 00:09:55,443 - INFO - Processed 2330 citations. Success rate: 95.8% (H:2184, M:48, F:98)
