/Users/zshor/Library/Python/3.9/lib/python/site-packages/urllib3/__init__.py:35: NotOpenSSLWarning: urllib3 v2 only supports OpenSSL 1.1.1+, currently the 'ssl' module is compiled with 'LibreSSL 2.8.3'. See: https://github.com/urllib3/urllib3/issues/3020
  warnings.warn(
2025-07-22 09:23:16,386 - INFO - 🚗 Starting Production Citation GPS Processing
2025-07-22 09:23:16,386 - INFO - ============================================================
2025-07-22 09:23:16,387 - INFO - Loading citations from file: temp_citations_for_geocoding.csv
/Users/zshor/Desktop/SFParkingApp/data_processing/production/core/production_citation_processor.py:164: DtypeWarning: Columns (2) have mixed types. Specify dtype option on import or set low_memory=False.
  df = pd.read_csv(input_file)
2025-07-22 09:23:24,668 - INFO - ✅ Loaded 495303 citations from file
2025-07-22 09:23:25,095 - INFO - Resuming: 161744 already processed, 495303 remaining
2025-07-22 09:23:25,095 - INFO - Processing 495303 citations in batches of 1000
2025-07-22 09:23:25,095 - INFO - Processing batch 1: citations 1-1000 of 495303
2025-07-22 09:23:25,622 - INFO - Processed 10 citations. Success rate: 90.0% (H:9, M:0, F:1)
2025-07-22 09:23:32,595 - INFO - Processed 490 citations. Success rate: 95.7% (H:461, M:8, F:21)
2025-07-22 09:23:32,723 - INFO - Processed 500 citations. Success rate: 95.8% (H:471, M:8, F:21)
2025-07-22 09:23:32,846 - INFO - Processed 510 citations. Success rate: 95.9% (H:481, M:8, F:21)
2025-07-22 09:23:33,007 - INFO - Processed 520 citations. Success rate: 96.0% (H:491, M:8, F:21)
2025-07-22 09:23:33,160 - INFO - Processed 530 citations. Success rate: 96.0% (H:501, M:8, F:21)
2025-07-22 09:23:33,288 - INFO - Processed 540 citations. Success rate: 96.1% (H:511, M:8, F:21)
2025-07-22 09:23:33,441 - INFO - Processed 550 citations. Success rate: 96.2% (H:518, M:11, F:21)
2025-07-22 09:23:33,580 - INFO - Processed 560 citations. Success rate: 96.2% (H:527, M:12, F:21)
2025-07-22 09:23:33,703 - INFO - Processed 570 citations. Success rate: 96.1% (H:535, M:13, F:22)
2025-07-22 09:23:33,854 - INFO - Processed 580 citations. Success rate: 96.2% (H:545, M:13, F:22)
2025-07-22 09:23:34,011 - INFO - Processed 590 citations. Success rate: 96.1% (H:554, M:13, F:23)
2025-07-22 09:23:34,121 - INFO - Processed 600 citations. Success rate: 96.2% (H:564, M:13, F:23)
2025-07-22 09:23:34,307 - INFO - Processed 610 citations. Success rate: 96.1% (H:573, M:13, F:24)
2025-07-22 09:23:34,431 - INFO - Processed 620 citations. Success rate: 96.1% (H:583, M:13, F:24)
2025-07-22 09:23:34,565 - INFO - Processed 630 citations. Success rate: 96.2% (H:593, M:13, F:24)
2025-07-22 09:23:34,721 - INFO - Processed 640 citations. Success rate: 96.2% (H:603, M:13, F:24)
2025-07-22 09:23:34,919 - INFO - Processed 650 citations. Success rate: 96.3% (H:612, M:14, F:24)
2025-07-22 09:23:35,022 - INFO - Processed 660 citations. Success rate: 96.4% (H:622, M:14, F:24)
2025-07-22 09:23:35,126 - INFO - Processed 670 citations. Success rate: 96.4% (H:632, M:14, F:24)
2025-07-22 09:23:35,352 - INFO - Processed 680 citations. Success rate: 96.5% (H:642, M:14, F:24)
2025-07-22 09:23:35,448 - INFO - Processed 690 citations. Success rate: 96.5% (H:652, M:14, F:24)
2025-07-22 09:23:35,580 - INFO - Processed 700 citations. Success rate: 96.6% (H:662, M:14, F:24)
2025-07-22 09:23:35,768 - INFO - Processed 710 citations. Success rate: 96.6% (H:672, M:14, F:24)
2025-07-22 09:23:35,895 - INFO - Processed 720 citations. Success rate: 96.7% (H:682, M:14, F:24)
2025-07-22 09:23:36,017 - INFO - Processed 730 citations. Success rate: 96.7% (H:692, M:14, F:24)
2025-07-22 09:23:36,208 - INFO - Processed 740 citations. Success rate: 96.8% (H:702, M:14, F:24)
2025-07-22 09:23:36,337 - INFO - Processed 750 citations. Success rate: 96.8% (H:712, M:14, F:24)
2025-07-22 09:23:36,437 - INFO - Processed 760 citations. Success rate: 96.8% (H:722, M:14, F:24)
2025-07-22 09:23:36,642 - INFO - Processed 770 citations. Success rate: 96.9% (H:732, M:14, F:24)
2025-07-22 09:23:36,759 - INFO - Processed 780 citations. Success rate: 96.9% (H:742, M:14, F:24)
2025-07-22 09:23:36,880 - INFO - Processed 790 citations. Success rate: 97.0% (H:752, M:14, F:24)
2025-07-22 09:23:37,060 - INFO - Processed 800 citations. Success rate: 97.0% (H:762, M:14, F:24)
2025-07-22 09:23:37,192 - INFO - Processed 810 citations. Success rate: 97.0% (H:771, M:15, F:24)
2025-07-22 09:23:37,298 - INFO - Processed 820 citations. Success rate: 97.1% (H:781, M:15, F:24)
2025-07-22 09:23:37,473 - INFO - Processed 830 citations. Success rate: 97.1% (H:791, M:15, F:24)
2025-07-22 09:23:37,606 - INFO - Processed 840 citations. Success rate: 97.1% (H:801, M:15, F:24)
2025-07-22 09:23:37,744 - INFO - Processed 850 citations. Success rate: 97.2% (H:811, M:15, F:24)
2025-07-22 09:23:37,909 - INFO - Processed 860 citations. Success rate: 97.2% (H:821, M:15, F:24)
2025-07-22 09:23:38,067 - INFO - Processed 870 citations. Success rate: 97.2% (H:831, M:15, F:24)
2025-07-22 09:23:38,194 - INFO - Processed 880 citations. Success rate: 97.3% (H:841, M:15, F:24)
2025-07-22 09:23:38,315 - INFO - Processed 890 citations. Success rate: 97.3% (H:851, M:15, F:24)
2025-07-22 09:23:38,475 - INFO - Processed 900 citations. Success rate: 97.3% (H:861, M:15, F:24)
2025-07-22 09:23:38,606 - INFO - Processed 910 citations. Success rate: 97.4% (H:871, M:15, F:24)
2025-07-22 09:23:38,728 - INFO - Processed 920 citations. Success rate: 97.4% (H:881, M:15, F:24)
2025-07-22 09:23:38,905 - INFO - Processed 930 citations. Success rate: 97.4% (H:891, M:15, F:24)
2025-07-22 09:23:39,051 - INFO - Processed 940 citations. Success rate: 97.4% (H:901, M:15, F:24)
2025-07-22 09:23:39,189 - INFO - Processed 950 citations. Success rate: 97.4% (H:910, M:15, F:25)
2025-07-22 09:23:39,327 - INFO - Processed 960 citations. Success rate: 97.4% (H:920, M:15, F:25)
2025-07-22 09:23:39,458 - INFO - Processed 970 citations. Success rate: 97.4% (H:930, M:15, F:25)
2025-07-22 09:23:39,606 - INFO - Processed 980 citations. Success rate: 97.4% (H:940, M:15, F:25)
2025-07-22 09:23:39,748 - INFO - Processed 990 citations. Success rate: 97.5% (H:950, M:15, F:25)
2025-07-22 09:23:40,022 - INFO - Processed 1000 citations. Success rate: 97.4% (H:958, M:16, F:26)
2025-07-22 09:23:40,023 - INFO - Batch completed: 974/1000 success (97.4%)
2025-07-22 09:23:40,023 - INFO - Processing batch 2: citations 1001-2000 of 495303
2025-07-22 09:23:40,565 - INFO - Processed 1010 citations. Success rate: 96.9% (H:963, M:16, F:31)
2025-07-22 09:23:40,677 - INFO - Processed 1020 citations. Success rate: 96.9% (H:970, M:18, F:32)
2025-07-22 09:23:40,810 - INFO - Processed 1030 citations. Success rate: 96.5% (H:976, M:18, F:36)
2025-07-22 09:23:40,987 - INFO - Processed 1040 citations. Success rate: 96.2% (H:981, M:20, F:39)
2025-07-22 09:23:41,110 - INFO - Processed 1050 citations. Success rate: 96.0% (H:987, M:21, F:42)
2025-07-22 09:23:41,252 - INFO - Processed 1060 citations. Success rate: 95.9% (H:996, M:21, F:43)
2025-07-22 09:23:41,411 - INFO - Processed 1070 citations. Success rate: 96.0% (H:1005, M:22, F:43)
2025-07-22 09:23:41,569 - INFO - Processed 1080 citations. Success rate: 96.0% (H:1014, M:23, F:43)
2025-07-22 09:23:41,740 - INFO - Processed 1090 citations. Success rate: 96.1% (H:1023, M:24, F:43)
2025-07-22 09:23:41,867 - INFO - Processed 1100 citations. Success rate: 96.1% (H:1033, M:24, F:43)
2025-07-22 09:23:41,986 - INFO - Processed 1110 citations. Success rate: 96.1% (H:1043, M:24, F:43)
2025-07-22 09:23:42,175 - INFO - Processed 1120 citations. Success rate: 96.2% (H:1053, M:24, F:43)
2025-07-22 09:23:42,323 - INFO - Processed 1130 citations. Success rate: 96.2% (H:1063, M:24, F:43)
2025-07-22 09:23:42,433 - INFO - Processed 1140 citations. Success rate: 96.2% (H:1073, M:24, F:43)
2025-07-22 09:23:42,598 - INFO - Processed 1150 citations. Success rate: 96.3% (H:1083, M:24, F:43)
2025-07-22 09:23:42,738 - INFO - Processed 1160 citations. Success rate: 96.3% (H:1093, M:24, F:43)
2025-07-22 09:23:42,871 - INFO - Processed 1170 citations. Success rate: 96.3% (H:1103, M:24, F:43)
2025-07-22 09:23:43,035 - INFO - Processed 1180 citations. Success rate: 96.4% (H:1113, M:24, F:43)
2025-07-22 09:23:43,162 - INFO - Processed 1190 citations. Success rate: 96.4% (H:1123, M:24, F:43)
2025-07-22 09:23:43,306 - INFO - Processed 1200 citations. Success rate: 96.2% (H:1131, M:24, F:45)
2025-07-22 09:23:43,450 - INFO - Processed 1210 citations. Success rate: 96.2% (H:1139, M:25, F:46)
2025-07-22 09:23:43,600 - INFO - Processed 1220 citations. Success rate: 96.1% (H:1144, M:29, F:47)
2025-07-22 09:23:43,697 - INFO - Processed 1230 citations. Success rate: 96.2% (H:1152, M:31, F:47)
2025-07-22 09:23:43,861 - INFO - Processed 1240 citations. Success rate: 96.2% (H:1161, M:32, F:47)
2025-07-22 09:23:44,012 - INFO - Processed 1250 citations. Success rate: 96.2% (H:1170, M:32, F:48)
2025-07-22 09:23:44,130 - INFO - Processed 1260 citations. Success rate: 96.2% (H:1180, M:32, F:48)
2025-07-22 09:23:44,295 - INFO - Processed 1270 citations. Success rate: 96.2% (H:1190, M:32, F:48)
2025-07-22 09:23:44,442 - INFO - Processed 1280 citations. Success rate: 96.2% (H:1200, M:32, F:48)
2025-07-22 09:23:44,567 - INFO - Processed 1290 citations. Success rate: 96.3% (H:1210, M:32, F:48)
2025-07-22 09:23:44,708 - INFO - Processed 1300 citations. Success rate: 96.3% (H:1220, M:32, F:48)
2025-07-22 09:23:44,874 - INFO - Processed 1310 citations. Success rate: 96.3% (H:1230, M:32, F:48)
2025-07-22 09:23:45,013 - INFO - Processed 1320 citations. Success rate: 96.4% (H:1240, M:32, F:48)
2025-07-22 09:23:45,162 - INFO - Processed 1330 citations. Success rate: 96.4% (H:1250, M:32, F:48)
2025-07-22 09:23:45,300 - INFO - Processed 1340 citations. Success rate: 96.4% (H:1260, M:32, F:48)
2025-07-22 09:23:45,461 - INFO - Processed 1350 citations. Success rate: 96.4% (H:1270, M:32, F:48)
2025-07-22 09:23:45,577 - INFO - Processed 1360 citations. Success rate: 96.5% (H:1280, M:32, F:48)
2025-07-22 09:23:45,729 - INFO - Processed 1370 citations. Success rate: 96.5% (H:1290, M:32, F:48)
2025-07-22 09:23:45,896 - INFO - Processed 1380 citations. Success rate: 96.5% (H:1300, M:32, F:48)
2025-07-22 09:23:46,000 - INFO - Processed 1390 citations. Success rate: 96.5% (H:1310, M:32, F:48)
2025-07-22 09:23:46,129 - INFO - Processed 1400 citations. Success rate: 96.6% (H:1320, M:32, F:48)
2025-07-22 09:23:46,294 - INFO - Processed 1410 citations. Success rate: 96.6% (H:1330, M:32, F:48)
2025-07-22 09:23:46,418 - INFO - Processed 1420 citations. Success rate: 96.6% (H:1340, M:32, F:48)
2025-07-22 09:23:46,547 - INFO - Processed 1430 citations. Success rate: 96.6% (H:1350, M:32, F:48)
2025-07-22 09:23:46,740 - INFO - Processed 1440 citations. Success rate: 96.7% (H:1360, M:32, F:48)
2025-07-22 09:23:46,859 - INFO - Processed 1450 citations. Success rate: 96.7% (H:1370, M:32, F:48)
2025-07-22 09:23:46,979 - INFO - Processed 1460 citations. Success rate: 96.6% (H:1378, M:32, F:50)
2025-07-22 09:23:47,151 - INFO - Processed 1470 citations. Success rate: 96.6% (H:1388, M:32, F:50)
2025-07-22 09:23:47,271 - INFO - Processed 1480 citations. Success rate: 96.6% (H:1398, M:32, F:50)
2025-07-22 09:23:47,379 - INFO - Processed 1490 citations. Success rate: 96.6% (H:1408, M:32, F:50)
2025-07-22 09:23:47,581 - INFO - Processed 1500 citations. Success rate: 96.7% (H:1418, M:32, F:50)
2025-07-22 09:23:47,708 - INFO - Processed 1510 citations. Success rate: 96.7% (H:1428, M:32, F:50)
2025-07-22 09:23:47,841 - INFO - Processed 1520 citations. Success rate: 96.7% (H:1438, M:32, F:50)
2025-07-22 09:23:47,994 - INFO - Processed 1530 citations. Success rate: 96.7% (H:1447, M:32, F:51)
2025-07-22 09:23:48,145 - INFO - Processed 1540 citations. Success rate: 96.7% (H:1457, M:32, F:51)
2025-07-22 09:23:48,254 - INFO - Processed 1550 citations. Success rate: 96.7% (H:1467, M:32, F:51)
2025-07-22 09:23:48,420 - INFO - Processed 1560 citations. Success rate: 96.7% (H:1477, M:32, F:51)
2025-07-22 09:23:48,572 - INFO - Processed 1570 citations. Success rate: 96.8% (H:1487, M:32, F:51)
2025-07-22 09:23:48,691 - INFO - Processed 1580 citations. Success rate: 96.8% (H:1497, M:32, F:51)
2025-07-22 09:23:48,846 - INFO - Processed 1590 citations. Success rate: 96.7% (H:1505, M:32, F:53)
2025-07-22 09:23:49,019 - INFO - Processed 1600 citations. Success rate: 96.6% (H:1513, M:33, F:54)
2025-07-22 09:23:49,168 - INFO - Processed 1610 citations. Success rate: 96.6% (H:1523, M:33, F:54)
2025-07-22 09:23:49,317 - INFO - Processed 1620 citations. Success rate: 96.7% (H:1533, M:33, F:54)
2025-07-22 09:23:49,462 - INFO - Processed 1630 citations. Success rate: 96.6% (H:1542, M:33, F:55)
2025-07-22 09:23:49,590 - INFO - Processed 1640 citations. Success rate: 96.6% (H:1552, M:33, F:55)
2025-07-22 09:23:49,737 - INFO - Processed 1650 citations. Success rate: 96.7% (H:1562, M:33, F:55)
2025-07-22 09:23:49,888 - INFO - Processed 1660 citations. Success rate: 96.7% (H:1572, M:33, F:55)
2025-07-22 09:23:50,042 - INFO - Processed 1670 citations. Success rate: 96.7% (H:1582, M:33, F:55)
2025-07-22 09:23:50,158 - INFO - Processed 1680 citations. Success rate: 96.7% (H:1591, M:33, F:56)
2025-07-22 09:23:50,309 - INFO - Processed 1690 citations. Success rate: 96.7% (H:1601, M:33, F:56)
2025-07-22 09:23:50,468 - INFO - Processed 1700 citations. Success rate: 96.7% (H:1611, M:33, F:56)
2025-07-22 09:23:50,617 - INFO - Processed 1710 citations. Success rate: 96.7% (H:1621, M:33, F:56)
2025-07-22 09:23:50,721 - INFO - Processed 1720 citations. Success rate: 96.7% (H:1628, M:36, F:56)
2025-07-22 09:23:50,917 - INFO - Processed 1730 citations. Success rate: 96.8% (H:1637, M:37, F:56)
2025-07-22 09:23:51,036 - INFO - Processed 1740 citations. Success rate: 96.8% (H:1647, M:37, F:56)
2025-07-22 09:23:51,173 - INFO - Processed 1750 citations. Success rate: 96.8% (H:1656, M:38, F:56)
2025-07-22 09:23:51,344 - INFO - Processed 1760 citations. Success rate: 96.8% (H:1666, M:38, F:56)
2025-07-22 09:23:51,463 - INFO - Processed 1770 citations. Success rate: 96.8% (H:1676, M:38, F:56)
2025-07-22 09:23:51,569 - INFO - Processed 1780 citations. Success rate: 96.9% (H:1683, M:41, F:56)
2025-07-22 09:23:51,783 - INFO - Processed 1790 citations. Success rate: 96.9% (H:1693, M:41, F:56)
2025-07-22 09:23:51,888 - INFO - Processed 1800 citations. Success rate: 96.9% (H:1703, M:41, F:56)
2025-07-22 09:23:52,017 - INFO - Processed 1810 citations. Success rate: 96.9% (H:1713, M:41, F:56)
2025-07-22 09:23:52,206 - INFO - Processed 1820 citations. Success rate: 96.9% (H:1723, M:41, F:56)
2025-07-22 09:23:52,320 - INFO - Processed 1830 citations. Success rate: 96.9% (H:1733, M:41, F:56)
2025-07-22 09:23:52,436 - INFO - Processed 1840 citations. Success rate: 97.0% (H:1743, M:41, F:56)
2025-07-22 09:23:52,606 - INFO - Processed 1850 citations. Success rate: 97.0% (H:1753, M:41, F:56)
2025-07-22 09:23:52,759 - INFO - Processed 1860 citations. Success rate: 97.0% (H:1763, M:41, F:56)
2025-07-22 09:23:52,892 - INFO - Processed 1870 citations. Success rate: 97.0% (H:1773, M:41, F:56)
2025-07-22 09:23:53,023 - INFO - Processed 1880 citations. Success rate: 97.0% (H:1783, M:41, F:56)
2025-07-22 09:23:53,206 - INFO - Processed 1890 citations. Success rate: 97.0% (H:1793, M:41, F:56)
2025-07-22 09:23:53,329 - INFO - Processed 1900 citations. Success rate: 96.9% (H:1800, M:41, F:59)
2025-07-22 09:23:53,481 - INFO - Processed 1910 citations. Success rate: 96.6% (H:1804, M:41, F:65)
2025-07-22 09:23:53,659 - INFO - Processed 1920 citations. Success rate: 96.5% (H:1811, M:41, F:68)
2025-07-22 09:23:53,783 - INFO - Processed 1930 citations. Success rate: 96.3% (H:1818, M:41, F:71)
2025-07-22 09:23:53,892 - INFO - Processed 1940 citations. Success rate: 96.3% (H:1827, M:41, F:72)
2025-07-22 09:23:54,091 - INFO - Processed 1950 citations. Success rate: 96.2% (H:1835, M:41, F:74)
2025-07-22 09:23:54,208 - INFO - Processed 1960 citations. Success rate: 96.2% (H:1843, M:43, F:74)
2025-07-22 09:23:54,330 - INFO - Processed 1970 citations. Success rate: 96.1% (H:1850, M:44, F:76)
2025-07-22 09:23:54,521 - INFO - Processed 1980 citations. Success rate: 96.0% (H:1857, M:44, F:79)
2025-07-22 09:23:54,644 - INFO - Processed 1990 citations. Success rate: 96.0% (H:1867, M:44, F:79)
2025-07-22 09:23:54,747 - INFO - Processed 2000 citations. Success rate: 96.0% (H:1877, M:44, F:79)
2025-07-22 09:23:54,748 - INFO - Batch completed: 947/1000 success (94.7%)
2025-07-22 09:23:54,748 - INFO - Processing batch 3: citations 2001-3000 of 495303
2025-07-22 09:23:55,306 - INFO - Processed 2010 citations. Success rate: 96.1% (H:1886, M:45, F:79)
2025-07-22 09:23:55,427 - INFO - Processed 2020 citations. Success rate: 96.1% (H:1896, M:45, F:79)
2025-07-22 09:23:55,541 - INFO - Processed 2030 citations. Success rate: 96.1% (H:1906, M:45, F:79)
2025-07-22 09:23:55,744 - INFO - Processed 2040 citations. Success rate: 96.1% (H:1916, M:45, F:79)
2025-07-22 09:23:55,872 - INFO - Processed 2050 citations. Success rate: 96.1% (H:1926, M:45, F:79)
2025-07-22 09:23:55,971 - INFO - Processed 2060 citations. Success rate: 96.1% (H:1934, M:46, F:80)
2025-07-22 09:23:56,168 - INFO - Processed 2070 citations. Success rate: 96.0% (H:1942, M:46, F:82)
2025-07-22 09:23:56,311 - INFO - Processed 2080 citations. Success rate: 96.0% (H:1950, M:46, F:84)
2025-07-22 09:23:56,473 - INFO - Processed 2090 citations. Success rate: 96.0% (H:1960, M:46, F:84)
2025-07-22 09:23:56,593 - INFO - Processed 2100 citations. Success rate: 96.0% (H:1970, M:46, F:84)
2025-07-22 09:23:56,728 - INFO - Processed 2110 citations. Success rate: 96.0% (H:1979, M:46, F:85)
2025-07-22 09:23:56,900 - INFO - Processed 2120 citations. Success rate: 96.0% (H:1989, M:46, F:85)
2025-07-22 09:23:57,032 - INFO - Processed 2130 citations. Success rate: 96.0% (H:1999, M:46, F:85)
2025-07-22 09:23:57,135 - INFO - Processed 2140 citations. Success rate: 96.0% (H:2009, M:46, F:85)
2025-07-22 09:23:57,285 - INFO - Processed 2150 citations. Success rate: 96.0% (H:2017, M:46, F:87)
2025-07-22 09:23:57,453 - INFO - Processed 2160 citations. Success rate: 96.0% (H:2027, M:46, F:87)
2025-07-22 09:23:57,563 - INFO - Processed 2170 citations. Success rate: 96.0% (H:2037, M:46, F:87)
2025-07-22 09:23:57,731 - INFO - Processed 2180 citations. Success rate: 95.8% (H:2043, M:46, F:91)
2025-07-22 09:23:57,871 - INFO - Processed 2190 citations. Success rate: 95.8% (H:2051, M:46, F:93)
2025-07-22 09:23:58,006 - INFO - Processed 2200 citations. Success rate: 95.7% (H:2059, M:47, F:94)
2025-07-22 09:23:58,158 - INFO - Processed 2210 citations. Success rate: 95.7% (H:2069, M:47, F:94)
2025-07-22 09:23:58,279 - INFO - Processed 2220 citations. Success rate: 95.8% (H:2079, M:47, F:94)
2025-07-22 09:23:58,478 - INFO - Processed 2230 citations. Success rate: 95.7% (H:2087, M:47, F:96)
2025-07-22 09:23:58,592 - INFO - Processed 2240 citations. Success rate: 95.7% (H:2096, M:47, F:97)
2025-07-22 09:23:58,701 - INFO - Processed 2250 citations. Success rate: 95.7% (H:2106, M:47, F:97)
2025-07-22 09:23:58,884 - INFO - Processed 2260 citations. Success rate: 95.7% (H:2116, M:47, F:97)
2025-07-22 09:23:59,018 - INFO - Processed 2270 citations. Success rate: 95.7% (H:2126, M:47, F:97)
2025-07-22 09:23:59,167 - INFO - Processed 2280 citations. Success rate: 95.7% (H:2136, M:47, F:97)
2025-07-22 09:23:59,330 - INFO - Processed 2290 citations. Success rate: 95.8% (H:2146, M:47, F:97)
2025-07-22 09:23:59,443 - INFO - Processed 2300 citations. Success rate: 95.7% (H:2154, M:48, F:98)
2025-07-22 09:23:59,586 - INFO - Processed 2310 citations. Success rate: 95.8% (H:2164, M:48, F:98)
2025-07-22 09:23:59,753 - INFO - Processed 2320 citations. Success rate: 95.8% (H:2174, M:48, F:98)
2025-07-22 09:23:59,885 - INFO - Processed 2330 citations. Success rate: 95.8% (H:2184, M:48, F:98)
2025-07-22 09:24:00,033 - INFO - Processed 2340 citations. Success rate: 95.8% (H:2194, M:48, F:98)
2025-07-22 09:24:00,177 - INFO - Processed 2350 citations. Success rate: 95.8% (H:2204, M:48, F:98)
